Oui	Rg	oui
,	Fw	,
Camille	Vvc	camille
,	Fw	,
il	Pp	il
est	Vuc	être
vrai	Ag	vrai
,	Fw	,
par	S	par
ce	Dd	ce
grand	Ag	grand
hyménée	Nc	hyménée
Tous	Nc	toux
nos	Ds	notre
maux	Nc	mal
sont	Vuc	être
finis	Vvc	finir
,	Fw	,
la	Da	le
guerre	Nc	guerre
terminée	Ge	terminer
,	Fw	,
Et	Vvc	et
l'	Da	le
illustre	Ag	illustre
Pyrrhus	Vvc	pyrrhus
en	S	en
me	Pp	je
donnant	Ga	donner
la	Da	le
main	Nc	main
M'	Ag	m'
assure	Vvc	assurer
de	S	de
nouveau	Ag	nouveau
le	Da	le
pouvoir	Nc	pouvoir
souverain	Ag	souverain
.	Fs	.
Que	Cs	que
du	S+Da	de+le
Peuple	Vvc	peupler
autrefois	Rg	autrefois
la	Da	le
criminelle	Ag	criminel
audace	Nc	audace
Chassant	Ga	chasser
AEacidès	Vvc	aeacidès
nous	Pp	nous
ait	Vuc	avoir
mis	Ge	mettre
en	S	en
sa	Ds	son
place	Nc	place
,	Fw	,
C'	Vvc	c'
est	Vuc	être
un	Dn	un
crime	Nc	crime
du	S+Da	de+le
sort	Nc	sort
qu'	Pr	que
il	Pp	il
faut	Vvc	faillir|falloir
mettre	Vvn	mettre
en	S	en
oubli	Nc	oubli
,	Fw	,
S'	Vvc	s'
il	Pp	il
l'	Pp	il
osa	Vvc	oser
détrôner	Vvn	détrôner
,	Fw	,
son	Ds	son
fils	Nc	fil|fils
est	Vuc	être
rétabli	Ge	rétablir
,	Fw	,
Et	Vvc	et
mon	Ds	mon
père	Nc	père
avec	S	avec
lui	Pp	il
partageant	Ga	partager
sa	Ds	son
puissance	Nc	puissance
Confond	Vvc	confondre
les	Da	le
droits	Nc	droit|droits
du	S+Da	de+le
sang	Nc	sang
dans	S	dans
ceux	Pd	celui
de	S	de
l'	Da	le
alliance	Nc	alliance
.	Fs	.
Chacun	Pi	chacun
voit	Vvc	voir
avec	S	avec
joie	Nc	joie
éclater	Vvn	éclater
le	Da	le
grand	Ag	grand
jour	Nc	jour
Où	Vvc	où
le	Da	le
don	Nc	don
de	S	de
ma	Ds	mon
foi	Nc	foi
va	Vvc	aller
payer	Vvn	payer
son	Ds	son
amour	Nc	amour
;	Fw	;
Cette	Vvc	cette
heureuse	Ag	heureux
union	Nc	union
charme	Vvc	charmer
toute	Di	tout
l'	Da	le
Épire	Nc	épire
.	Fs	.
Dans	S	dans
ce	Dd	ce
bonheur	Nc	bonheur
public	Ag	public
moi	Pp	je
seule	Ag	seul
je	Pp	je
soupire	Vvc	soupirer
Et	Vvc	et
j'	Pp	je
en	Pp	en
sens	Vvc	sentir
mes	Ds	mon
ennuis	Nc	ennui
d'autant	Ag	d'autant
plus	Rg	plus
à	S	à
redoubler	Vvn	redoubler
Qu'	Vvc	qu'
il	Pp	il
faut	Vvc	faillir|falloir
taire	Vvn	taire
les	Da	le
maux	Nc	mal
qui	Pr	qui
me	Pp	je
vont	Vvc	aller
accabler	Vvn	accabler
.	Fs	.
Ces	Dd	ce
maux	Nc	mal
que	Pr	que
vous	Pp	vous
craignez	Vvc	craindre
me	Pp	je
font	Vvc	faire
peine	Nc	peine
à	S	à
comprendre	Vvn	comprendre
.	Fs	.
Dans	S	dans
le	Da	le
plus	Rg	plus
doux	Ag	doux
accord	Nc	accord
que	Pr	que
vous	Pp	vous
puissiez	Vvc	pouvoir
attendre	Vvn	attendre
.	Fs	.
De	S	de
Pyrrhus	Vvc	pyrrhus
pour	S	pour
régner	Vvn	régner
le	Da	le
droit	Nc	droit
est	Vuc	être
si	Rg	si
certain	Ag	certain
,	Fw	,
Que	Vvc	que
le	Da	le
trône	Nc	trône
pour	S	pour
vous	Pp	vous
dépendrait	Vvc	dépendre
de	S	de
sa	Ds	son
main	Nc	main
,	Fw	,
Bien	Vvc	bien
plus	Rg	plus
que	Cs	que
votre	Ds	votre
sang	Nc	sang
son	Ds	son
hymen	Nc	hymen
vous	Pp	vous
l'	Pp	il
assure	Vvc	assurer
;	Fw	;
Et	Vvc	et
si	Rg	si
parler	Vvn	parler
pour	S	pour
lui	Pp	il
n'	Rp	ne
est	Vuc	être
point	Rg	point
vous	Pp	vous
faire	Vvn	faire
injure	Nc	injure
,	Fw	,
Il	Vvc	il
joint	Ge	joindre
tant	Rg	tant
de	S	de
mérite	Nc	mérite
à	S	à
la	Da	le
splendeur	Nc	splendeur
du	S+Da	de+le
sang	Nc	sang
...	Fs	...
La	Vvc	la
vertu	Nc	vertu
passe	Vvc	passer
en	S	en
lui	Pp	il
l'	Da	le
avantage	Nc	avantage
du	S+Da	de+le
rang	Nc	rang
.	Fs	.
De	S	de
mille	Nc	mille
exploits	Nc	exploit
fameux	Ag	fameux
le	Da	le
brillant	Ag	brillant
témoignage	Nc	témoignage
Signale	Vvc	signaler
sa	Ds	son
prudence	Nc	prudence
ainsi	Rg	ainsi
que	Cs	que
son	Ds	son
courage	Nc	courage
,	Fw	,
Son	Nc	son
grand	Ag	grand
coeur	Nc	cœur
pour	S	pour
la	Da	le
gloire	Nc	gloire
avec	S	avec
plaisir	Nc	plaisir
s'	Pp	se
émeut	Vvc	émouvoir
,	Fw	,
Je	Vvc	je
le	Da	le
sais	Nc	saï
;	Fw	;
mais	Cc	mais
,	Fw	,
Camille	Vvc	camille
,	Fw	,
aime-t	Nc	aime-t
-on	Nc	-on
quand	Cs	quand
on	Pp	on
veut	Vvc	vouloir
,	Fw	,
Et	Vvc	et
quelque	Di	quelque
fier	Ag	fier
devoir	Nc	devoir
dont	Pr	dont
on	Pp	on
suive	Vvc	suivre
l'	Da	le
Empire	Nc	empire
,	Fw	,
L'	Vvc	l'
Amour	Nc	amour
est-il	V	est-il
un	Dn	un
Dieu	Nc	dieu
qui	Pr	qui
n'	Rp	ne
ose	Vvc	oser
l'	Pp	il
en	S	en
dédire	Vvn	dédire
?	Fs	?
Je	Pp	je
crois	Vvc	croire|croître
que	Cs	que
le	Da	le
temps	Nc	temps
seul	Ag	seul
fait	Vvc	faire
connaître	Vvn	connaître
aux	S+Da	à+les
Amants	Nc	amant
De	Vvc	de
la	Da	le
vraie	Ag	vrai
union	Nc	union
les	Da	le
noeuds	Nc	nœud
les	Da	le
plus	Rg	plus
charmants	Ga	charmer
,	Fw	,
Mais	Vvc	mais
c'	Pd	ce
est	Vuc	être
toujours	Rg	toujours
beaucoup	Rg	beaucoup
pour	S	pour
un	Dn	un
coeur	Nc	cœur
magnanime	Ag	magnanime
Qu'	Vvc	qu'
une	Dn	un
haute	Ag	haut
vertu	Nc	vertu
le	Pp	il
prépare	Vvc	préparer
à	S	à
l'	Da	le
estime	Nc	estime
,	Fw	,
Et	Vvc	et
que	Cs	que
sur	S	sur
ce	Dd	ce
penchant	Nc	penchant
il	Pp	il
se	Pp	il
fasse	Vvc	faire
une	Dn	un
loi	Nc	loi
...	Fs	...
Peut-être	Vvc	peut-être
est	Vuc	être
-ce	Vvc	-ce
beaucoup	Rg	beaucoup
pour	S	pour
un	Dn	un
coeur	Nc	cœur
tout	Rg	tout
à	S	à
soi	Pp	il
,	Fw	,
Mais	Vvc	mais
comme	Cs	comme
,	Fw	,
quelque	Di	quelque
effort	Nc	effort
où	Pr	où
ce	Dd	ce
coeur	Nc	cœur
se	Pp	il
dispense	Vvc	dispenser
,	Fw	,
Aimer	Nc	aimer
quand	Cs	quand
on	Pp	on
le	Pp	il
veut	Vvc	vouloir
passe	Vvc	passer
notre	Ds	notre
puissance	Nc	puissance
,	Fw	,
Par	Nc	par
un	Dn	un
contraire	Ag	contraire
effet	Nc	effet
qui	Pr	qui
brave	Vvc	braver
tous	Di	tout
nos	Ds	notre
soins	Nc	soin
On	Ag	on
aime	Vvc	aimer
bien	Rg	bien
souvent	Rg	souvent
quand	Cs	quand
on	Pp	on
le	Pp	il
veut	Vvc	vouloir
moins	Rg	moins
.	Fs	.
Dieux	Nc	dieux
,	Fw	,
qu'	Pr	que
apprends	Vvc	apprendre
-je	Nc	-je
!	Fs	!
Un	Dn	un
malheur	Nc	malheur
qui	Pr	qui
n'	Rp	ne
a	Vuc	avoir
point	Rg	point
de	S	de
semblable	Nc	semblable
,	Fw	,
Que	Vvc	que
mille	Nc	mille
qualités	Nc	qualité
rendent	Vvc	rendre
Pyrrhus	Vvc	pyrrhus
aimable	Ag	aimable
,	Fw	,
Que	Vvc	que
j'	Pp	je
en	Pp	en
vois	Vvc	voir
tout	Di	tout
le	Da	le
prix	Nc	prix
,	Fw	,
mais	Cc	mais
que	Cs	que
pour	S	pour
m'	Pp	je
enflammer	Vvn	enflammer
Il	Vvc	il
faudrait	Vvc	falloir
que	Cs	que
mon	Ds	mon
coeur	Nc	cœur
n'	Rp	ne
eût	Vuc	avoir
su	Ge	savoir
jamais	Rg	jamais
aimer	Vvn	aimer
.	Fs	.
Hippias	Nc	hippias
...	Fs	...
Si	Vvc	si
quelqu'un	Pi	quelqu'un
dût	Vvc	devoir
prétendre	Vvn	prétendre
à	S	à
vous	Pp	vous
plaire	Vvn	plaire
,	Fw	,
Hippias	Vvc	hippias
seul	Ag	seul
l'	Pp	il
a	Vuc	avoir
pu	Ge	pouvoir
sans	S	sans
être	Vun	être
téméraire	Ag	téméraire
,	Fw	,
Il	Vvc	il
descend	Vvc	descendre
de	S	de
nos	Ds	notre
Rois	Vvc	rois
;	Fw	;
mais	Cc	mais
que	Pr	que
sert	Vvc	servir
un	Dn	un
beau	Ag	beau
feu	Nc	feu
Dont	Vvc	dont
le	Da	le
bien	Nc	bien
de	S	de
l'	Da	le
État	Nc	état
ne	Rp	ne
souffre	Vvc	souffrir
point	Rg	point
l'	Da	le
aveu	Nc	aveu
?	Fs	?
Ce	Pd	ce
que	Pr	que
vous	Pp	vous
lui	Pp	il
devez	Vvc	devoir
...	Fs	...
Va	Vvc	aller
,	Fw	,
quoi	Pr	quoi
que	Cs	que
j'	Pp	je
en	Pp	en
soupire	Vvc	soupirer
,	Fw	,
Sans	Vvc	sans
cesse	Nc	cesse
je	Pp	je
me	Pp	je
dis	Vvc	dire
ce	Pd	ce
que	Pr	que
tu	Pp	tu
me	Pp	je
veux	Vvc	vouloir
dire	Vvn	dire
,	Fw	,
Qu'	Vvc	qu'
au	S+Da	à+le
rang	Nc	rang
où	Pr	où
je	Pp	je
suis	Vuc	être
née	Ge	naître
un	Dn	un
coeur	Nc	cœur
comme	S	comme
le	Da	le
mien	Ps	mien
Au	Vvc	au
repos	Nc	repos
de	S	de
l'	Da	le
État	Nc	état
doit	Vvc	devoir
immoler	Vvn	immoler
le	Da	le
sien	Ps	sien
,	Fw	,
Qu'	Vvc	qu'
arbitre	Nc	arbitre
de	S	de
la	Da	le
paix	Nc	paix
il	Pp	il
y	Pp	y
va	Vvc	aller
de	S	de
ma	Ds	mon
gloire	Nc	gloire
De	Vvc	de
triompher	Vvn	triompher
d'	S	de
un	Dn	un
feu	Nc	feu
que	Pr	que
j'	Pp	je
ai	Vuc	avoir
trop	Rg	trop
osé	Ge	oser
croire	Vvn	croire
,	Fw	,
Que	Vvc	que
qui	Pr	qui
peut	Vvc	pouvoir
balancer	Vvn	balancer
est	Vuc	être
indigne	Ag	indigne
du	S+Da	de+le
jour	Nc	jour
;	Fw	;
Mais	Vvc	mais
sont	Vuc	être
-ce	Vvc	-ce
des	Dn	un
raisons	Nc	raison
pour	S	pour
consoler	Vvn	consoler
l'	Da	le
Amour	Nc	amour
?	Fs	?
Ajoute	Vvc	ajouter
à	S	à
ce	Dd	ce
tourment	Nc	tourment
la	Da	le
douleur	Nc	douleur
sans	S	sans
égale	Nc	égal
,	Fw	,
De	Vvc	de
craindre	Vvn	craindre
le	Da	le
bonheur	Nc	bonheur
d'	S	de
une	Dn	un
aimable	Ag	aimable
rivale	Nc	rival
.	Fs	.
Déidamie	Nc	déidamie
,	Fw	,
hélas	I	hélas
!	Fs	!
Si	Cs	si
j'	Pp	je
en	Pp	en
sais	Vvc	savoir
bien	Rg	bien
juger	Vvn	juger
,	Fw	,
À	Nc	à
l'	Da	le
amour	Nc	amour
d'	S	de
Hippias	Nc	hippias
s'	Pp	se
est	Vuc	être
laissée	Ge	laisser
engager	Vvn	engager
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
la	Da	le
soeur	Nc	sœur
de	S	de
Pyrrhus	Nc	pyrrhus
!	Fs	!
Que	Pt	que
dites	Vvc	dire
-vous	Nc	-vous
,	Fw	,
Madame	Nc	madame
?	Fs	?
J'	Pp	je
ai	Vuc	avoir
de	Dn	un
bons	Ag	bon
yeux	Nc	œil
,	Fw	,
Camille	Vvc	camille
,	Fw	,
et	Cc	et
j'	Pp	je
ai	Vuc	avoir
lu	Ge	lire
dans	S	dans
son	Ds	son
âme	Nc	âme
.	Fs	.
Hippias	Nc	hippias
n'	Rp	ne
a	Vuc	avoir
rien	Pi	rien
fait	Ge	faire
de	S	de
grand	Ag	grand
,	Fw	,
de	S	de
glorieux	Ag	glorieux
,	Fw	,
Que	Vvc	que
la	Da	le
joie	Nc	joie
aussitôt	Rg	aussitôt
n'	Rp	ne
ait	Vuc	avoir
brillé	Ge	briller
dans	S	dans
ses	Ds	son
yeux	Nc	œil
.	Fs	.
Dans	S	dans
ces	Dd	ce
occasions	Nc	occasion
je	Pp	je
l'	Pp	il
ai	Vuc	avoir
vue	Ge	voir
interdite	Ge	interdire
Mendier	Vvn	mendier
mon	Ds	mon
suffrage	Nc	suffrage
à	S	à
vanter	Vvn	vanter
son	Ds	son
mérite	Nc	mérite
,	Fw	,
S'	Vvc	s'
y	Pp	y
montrée	Ge	montrer
empressée	Ge	empresser
,	Fw	,
et	Cc	et
cet	Dd	ce
empressement	Nc	empressement
Était	Vvc	était
tel	Di	tel
qu'	Cs	que
une	Dn	un
Amante	Nc	amant
en	Pp	en
a	Vuc	avoir
pour	S	pour
un	Dn	un
amant	Nc	amant
.	Fs	.
Tant	Rg	tant
d'	S	de
ardeur	Nc	ardeur
va	Vvc	aller
plus	Rg	plus
loin	Rg	loin
que	Cs	que
l'	Da	le
estime	Nc	estime
ordinaire	Ag	ordinaire
.	Fs	.
C'	Pd	ce
était	Vuc	être
pour	S	pour
s'	Pp	se
acquérir	Vvn	acquérir
Androclide	Vvc	androclide
son	Ds	son
père	Nc	père
.	Fs	.
C'	Pd	ce
est	Vuc	être
lui	Pp	il
dont	Pr	dont
les	Da	le
conseils	Nc	conseil
après	S	après
tant	Rg	tant
de	S	de
refus	Nc	refus
Ont	Vvc	ont
obtenu	Ge	obtenir
du	S+Da	de+le
Roi	Nc	roi
de	S	de
rétablir	Vvn	rétablir
Pyrrhus	Vvc	pyrrhus
,	Fw	,
Et	Vvc	et
comme	Cs	comme
il	Pp	il
pouvait	Vvc	pouvoir
tout	Rg	tout
sur	S	sur
l'	Da	le
esprit	Nc	esprit
de	S	de
son	Ds	son
maître	Nc	maître
,	Fw	,
En	Vvc	en
flattant	Ga	flatter
Hippias	Vvc	hippias
...	Fs	...
mais	Cc	mais
je	Pp	je
le	Pp	il
vois	Vvc	voir
paraître	Vvn	paraître
.	Fs	.
Quoi	Pt	quoi
,	Fw	,
me	Pp	je
revoir	Vvn	revoir
encor	Nc	encor
!	Fs	!
Ah	I	ah
Prince	Ag	prince
,	Fw	,
oubliez	Vvc	oublier
-vous	Nc	-vous
Que	Ag	que
Pyrrhus	Vvc	pyrrhus
aujourd'hui	Rg	aujourd'hui
doit	Vvc	devoir
être	Vun	être
mon	Ds	mon
Époux	Nc	époux
?	Fs	?
Déjà	Vvc	déjà
de	S	de
mon	Ds	mon
hymen	Nc	hymen
la	Da	le
triste	Ag	triste
pompe	Nc	pompe
éclate	Vvc	éclater
,	Fw	,
Et	Vvc	et
quand	Cs	quand
l'	Da	le
espoir	Nc	espoir
enfin	Rg	enfin
n'	Rp	ne
a	Vuc	avoir
plus	Rg	plus
rien	Pi	rien
qui	Pr	qui
me	Pp	je
flatte	Vvc	flatter
,	Fw	,
C'	Vvc	c'
est	Vuc	être
me	Pp	je
traiter	Vvn	traiter
sans	S	sans
doute	Nc	doute
avec	S	avec
tant	Rg	tant
de	S	de
rigueur	Nc	rigueur
Que	Vvc	que
venir	Vvn	venir
augmenter	Vvn	augmenter
le	Da	le
trouble	Nc	trouble
de	S	de
mon	Ds	mon
coeur	Nc	cœur
.	Fs	.
Dans	S	dans
les	Da	le
maux	Nc	mal
que	Cs	que
pour	S	pour
moi	Pp	je
chaque	Di	chaque
moment	Nc	moment
redouble	Vvc	redoubler
Pouvez	Ag	pouvez
-vous	Nc	-vous
m'	Pp	je
envier	Vvn	ennuyer|envier
la	Da	le
douceur	Nc	douceur
de	S	de
ce	Dd	ce
trouble	Nc	trouble
,	Fw	,
Et	Vvc	et
voir	Vvn	voir
avec	S	avec
regret	Nc	regret
qu'	Pr	que
outré	Ge	outrer
de	S	de
mille	Nc	mille
ennuis	Nc	ennui
Je	Vvc	je
règne	Nc	règne
en	S	en
votre	Ds	votre
coeur	Nc	cœur
autant	Rg	autant
que	Cs	que
je	Pp	je
le	Pp	il
puis	Vvc	pouvoir
?	Fs	?
Puisqu'on	Nc	puisqu'on
va	Vvc	aller
me	Pp	je
l'	Pp	il
ôter	Vvn	ôter
;	Fw	;
laissez	Vvc	laisser
-y	Nc	-y
-moi	Vvc	-moi
de	S	de
grâce	Nc	grâce
Jusqu'	Vvc	jusqu'
à	S	à
ce	Dd	ce
dur	Ag	dur
moment	Nc	moment
occuper	Vvn	occuper
quelque	Di	quelque
place	Nc	place
.	Fs	.
Ce	Dd	ce
portrait	Nc	portrait
que	Cs	que
l'	Da	le
Amour	Nc	amour
y	Pp	y
peut	Vvc	pouvoir
avoir	Vun	avoir
tracé	Ge	tracer
En	Vvc	en
sera	Vuc	être
,	Fw	,
s'	Cs	si
il	Pp	il
le	Pp	il
faut	Vvc	faillir|falloir
,	Fw	,
assez	Rg	assez
tôt	Rg	tôt
effacé	Ge	effacer
.	Fs	.
Contre	S	contre
ce	Pd	ce
que	Pr	que
ses	Ds	son
traits	Nc	trait|traits
auront	Vuc	avoir
pour	S	pour
vous	Pp	vous
d'	S	de
amorces	Nc	amorce
Votre	Nc	votre
fière	Ag	fier
vertu	Nc	vertu
trouvera	Vvc	trouver
trop	Rg	trop
de	S	de
forces	Nc	force|forcé
,	Fw	,
N'	Vvc	n'
avancez	Vvc	avancer
point	Rg	point
l'	Da	le
effet	Nc	effet
d'	S	de
un	Dn	un
si	Rg	si
cruel	Ag	cruel
devoir	Nc	devoir
,	Fw	,
Et	Vvc	et
souffrez	Vvc	souffrir
jusque	S	jusque
-là	Vvc	-là
que	Cs	que
je	Pp	je
vous	Pp	vous
puisse	Vvc	pouvoir
voir	Vvn	voir
,	Fw	,
Qu'	Vvc	qu'
à	S	à
vos	Ds	votre
yeux	Nc	œil
de	S	de
mon	Ds	mon
feu	Nc	feu
toute	Di	tout
l'	Da	le
ardeur	Nc	ardeur
s'	Pp	se
exprime	Vvc	exprimer
Tandis	Vvc	tandis
qu'	Cs	que
il	Pp	il
peut	Vvc	pouvoir
encor	Nc	encor
être	Vun	être
écouté	Ge	écouter
sans	S	sans
crime	Nc	crime
,	Fw	,
Que	Vvc	que
d'	S	de
un	Dn	un
coeur	Nc	cœur
tout	Rg	tout
à	S	à
vous	Pp	vous
ce	Dd	ce
feu	Nc	feu
soit	Vuc	être
le	Da	le
garant	Nc	garant
,	Fw	,
Que	Vvc	que
cent	Nc	cent
fois	Nc	fois
je	Pp	je
le	Pp	il
jure	Vvc	jurer
,	Fw	,
et	Cc	et
meure	Vvc	murer
en	S	en
le	Pp	il
jurant	Ga	jurer
.	Fs	.
Si	Cs	si
le	Pp	il
Ciel	Vvc	ciel
me	Pp	je
laissait	Vvc	laisser
disposer	Vvn	disposer
de	S	de
moi-même	Pp	lui-même
,	Fw	,
Il	Vvc	il
suffirait	Vvc	suffire
pour	S	pour
vous	Pp	vous
que	Cs	que
je	Pp	je
sais	Vvc	savoir
comme	Cs	comme
on	Pp	on
aime	Vvc	aimer
,	Fw	,
Mais	Vvc	mais
vous	Pp	vous
n'	Rp	ne
ignorez	Vvc	ignorer
pas	Rg	pas
ce	Pd	ce
qu'	Pr	que
en	S	en
ce	Dd	ce
triste	Ag	triste
état	Nc	état
Peut	Vvc	pouvoir
une	Dn	un
âme	Nc	âme
asservie	Ge	asservir
aux	S+Da	à+les
maximes	Nc	maxime
d'	S	de
État	Nc	état
.	Fs	.
Esclave	Nc	esclave
d'	S	de
un	Dn	un
devoir	Nc	devoir
...	Fs	...
Et	Vvc	et
c'	Pd	ce
est	Vuc	être
ce	Pd	ce
qui	Pr	qui
m'	Pp	je
accable	Vvc	accabler
Que	Vvc	que
votre	Ds	votre
seul	Ag	seul
devoir	Nc	devoir
me	Pp	je
soit	Vuc	être
inexorable	Ag	inexorable
,	Fw	,
Et	Vvc	et
que	Cs	que
malgré	S	malgré
l'	Da	le
excès	Nc	excès
de	S	de
tout	Di	tout
mon	Ds	mon
désespoir	Nc	désespoir
Je	Ag	je
sois	Vuc	être
encor	Nc	encor
forcé	Ge	forcer
d'	S	de
approuver	Vvn	approuver
ce	Dd	ce
devoir	Nc	devoir
.	Fs	.
Si	Cs	si
le	Pp	il
Ciel	Vvc	ciel
pour	S	pour
un	Dn	un
autre	Ag	autre
avait	Vuc	avoir
touché	Ge	toucher
votre	Ds	votre
âme	Nc	âme
,	Fw	,
Je	Vvc	je
me	Pp	je
consolerais	Vvc	consoler
du	S+Da	de+le
mépris	Nc	mépris
de	S	de
ma	Ds	mon
flamme	Nc	flamme
,	Fw	,
Et	Vvc	et
de	S	de
l'	Da	le
espoir	Nc	espoir
jamais	Rg	jamais
n'	Rp	ne
ayant	Ga	avoir
eu	Ge	avoir
le	Da	le
soutien	Nc	soutien
,	Fw	,
Mes	Vvc	mes
voeux	Nc	vœu
en	S	en
le	Da	le
perdant	Nc	perdant
croiraient	Vvc	croire
ne	Rp	ne
perdre	Vvn	perdre
rien	Pi	rien
?	Fs	?
Mais	Cc	mais
d'	S	de
un	Dn	un
même	Ag	même
penchant	Nc	penchant
le	Da	le
charme	Nc	charme
nous	Pp	nous
attire	Vvc	attirer
,	Fw	,
J'	Vvc	j'
aime	Vvc	aimer
,	Fw	,
vous	Pp	vous
l'	Pp	il
agréez	Vvc	agréer
,	Fw	,
et	Cc	et
je	Pp	je
puis	Vvc	pouvoir
vous	Pp	vous
le	Pp	il
dire	Vvn	dire
,	Fw	,
Et	Vvc	et
quand	Cs	quand
un	Dn	un
feu	Nc	feu
si	Rg	si
beau	Ag	beau
voudrait	Vvc	vouloir
paraître	Vvn	paraître
au	S+Da	à+le
jour	Nc	jour
Le	Vvc	le
Destin	Nc	destin
ose	Vvc	oser
seul	Ag	seul
en	S	en
démentir	Vvn	démentir
l'	Da	le
Amour	Nc	amour
.	Fs	.
Dieux	Nc	dieux
!	Fs	!
N'	Rp	ne
avait-il	Ga	avait-il
uni	Ge	unir
mon	Ds	mon
triste	Ag	triste
coeur	Nc	cœur
au	S+Da	à+le
vôtre	As#Ps	vôtre
Qu'	Vvc	qu'
afin	S	afin
que	Cs	que
je	Pp	je
vous	Pp	vous
visse	Vvc	visser|voir
entre	S	entre
les	Da	le
bras	Nc	bras
d'	S	de
un	Dn	un
autre	Pi	autre
,	Fw	,
Et	Vvc	et
l'	Da	le
espoir	Nc	espoir
de	S	de
ce	Dd	ce
bien	Nc	bien
à	S	à
mes	Ds	mon
désirs	Nc	désir
si	Rg	si
cher	Ag	cher
,	Fw	,
Ne	Vvc	ne
me	Pp	je
l'	Da	le
a-t-il	V	avoir
souffert	Ge	souffrir
que	Cs	que
pour	S	pour
me	Pp	je
l'	Pp	il
arracher	Vvn	arracher
